Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID,MANTO Link
6279,ship,μελαίνῃ,,Odyssey,11,3,epithet,,,Object,Direct,Odysseus,,
6282,ship,κυανοπρῴροιο,dark-prowed,Odyssey,11,6,epithet,,,Object,Direct,Odysseus,,
6283,companions,ἐσθλὸν,good,Odyssey,11,7,epithet,,,Human Male,Direct,Odysseus,,
6284,Circe,εὐπλόκαμος,fair-tressed,Odyssey,11,8,epithet,,,Deity Female,Direct,Odysseus,,
6284,Circe,δεινὴ,dread,Odyssey,11,8,epithet,,,Deity Female,Direct,Odysseus,,
6284,Circe,θεὸς αὐδήεσσα,goddess of human speech,Odyssey,11,8,epithet,,,Deity Female,Direct,Odysseus,,
6290,Oceanus,βαθυρρόου,deep-flowing,Odyssey,11,13,epithet,,,Deity Male,Direct,Odysseus,,
6294,heaven,ἀστερόεντα,starry,Odyssey,11,17,epithet,,,Nature,Direct,Odysseus,,
6296,night,ὀλοὴ,deadly,Odyssey,11,19,epithet,,,Nature,Direct,Odysseus,,
6296,mortals,δειλοῖσι,wretched,Odyssey,11,19,epithet,,,Human Group,Direct,Odysseus,,
6302,sword,ὀξὺ,sharp,Odyssey,11,24,epithet,,,Object,Direct,Odysseus,,
6305,wine,ἡδέι,sweet,Odyssey,11,27,epithet,,,Object,Direct,Odysseus,,
6307,heads (of the dead),ἀμενηνὰ,powerless,Odyssey,11,29,epithet,,,Object,Direct,Odysseus,,
6314,blood,κελαινεφές,dark,Odyssey,11,36,epithet,,,Object,Direct,Odysseus,,
6316,old men,πολύτλητοί,miserable,Odyssey,11,38,epithet,,,Human Group,Direct,Odysseus,,
6317,maidens,ἀταλαὶ,delicate,Odyssey,11,39,epithet,,,Human Group,Direct,Odysseus,,
6318,spear,χαλκήρεσιν,bronze-tipped,Odyssey,11,40,epithet,,,Object,Direct,Odysseus,,
6321,cry,θεσπεσίῃ,wondrous,Odyssey,11,43,epithet,,,Concept,Direct,Odysseus,,
6321,fear,χλωρὸν,green,Odyssey,11,43,epithet,,,Concept,Direct,Odysseus,,
6323,bronze,νηλέι,pitiless,Odyssey,11,45,epithet,,,Object,Direct,Odysseus,,
6323,sword,χαλκῷ,,Odyssey,11,45,epithet,,,Object,Direct,Odysseus,,
6325,Hades,ἰφθίμῳ,mighty,Odyssey,11,47,epithet,,,Deity Male,Direct,Odysseus,,
6325,Persephone,ἐπαινῇ,dread,Odyssey,11,47,epithet,,,Deity Female,Direct,Odysseus,,
6326,sword,ὀξὺ,,Odyssey,11,48,epithet,,,Object,Direct,Odysseus,,
6327,heads (of the dead),ἀμενηνὰ,powerless,Odyssey,11,49,epithet,,,Object,Direct,Odysseus,,
6332,earth,εὐρυοδείης,broad-pathed,Odyssey,11,52,epithet,,,Nature,Direct,Odysseus,,
6336,words,πτερόεντα,winged,Odyssey,11,56,epithet,,,Object,Direct,Odysseus,,
6339,gloom,ἠερόεντα,murky,Odyssey,11,57,epithet,,,Concept,Direct-Story,Odysseus-quoting-himself,,
6340,ship,μελαίνῃ,black,Odyssey,11,58,epithet,,,Object,Direct-Story,Odysseus-quoting-himself,,
6345,Odysseus,διογενὲς,born of Zeus,Odyssey,11,60,epithet,lineage,Zeus,Human Male,Direct-Story,Odysseus-quoting-Elphenor,,
6345,Odysseus,Λαερτιάδη,of Laertes,Odyssey,11,60,epithet,patronym,Laertes,Human Male,Narration,Narrator,,
6345,Odysseus,πολυμήχανʼ,of many devices,Odyssey,11,60,epithet,,,Human Male,Narration,Narrator,,
6354,underworld,δόμου ἐξ Ἀίδαο,house of Hades,Odyssey,11,69,epithet,,,Location,Direct-Story,Odysseus-quoting-Elphenor,,
6355,ship,ἐυεργέα,well-built,Odyssey,11,70,epithet,,,Object,Direct-Story,Odysseus-quoting-Elphenor,,
6356,Odysseus,ἄναξ,lord,Odyssey,11,71,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-Elphenor,,
6360,sea,πολιῆς,gray,Odyssey,11,75,epithet,,,Nature,Direct-Story,Odysseus-quoting-Elphenor,,
6361,Elpenor,ἀνδρὸς δυστήνοιο,unhappy man,Odyssey,11,76,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-Elphenor,,
6368,Elpenor,δύστηνε,unhappy man,Odyssey,11,80,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6375,Anticleia,μητρὸς,mother,Odyssey,11,84,descriptor,,,Human Female,Direct,Odysseus,,
6376,Anticleia,Αὐτολύκου θυγάτηρ,,Odyssey,11,85,epithet,lineage,Autolycus,Human Female,Direct,Odysseus,,
6376,Autolycus,μεγαλήτορος,great-hearted,Odyssey,11,85,epithet,,,Human Male,Direct,Odysseus,,
6377,Troy,ἱρήν,sacred,Odyssey,11,86,epithet,,,Location,Direct,Odysseus,,
6382,Teiresias,Θηβαίου,,Odyssey,11,90,epithet,homeland,Thebes,Human Male,Direct,Odysseus,,
6383,staff,χρύσεον,golden,Odyssey,11,91,epithet,,,Object,Direct,Odysseus,,
6385,Odysseus,διογενὲς,born of Zeus,Odyssey,11,92,epithet,lineage,Zeus,Human Male,Direct-Story,Odysseus-quoting-Teiresias,,
6385,Odysseus,Λαερτιάδη,of Laertes,Odyssey,11,92,epithet,patronym,Laertes,Human Male,Direct-Story,Odysseus-quoting-Teiresias,,
6385,Odysseus,πολυμήχανʼ,of many devices,Odyssey,11,92,epithet,,,Human Male,Direct-Story,Odysseus-quoting-Teiresias,,
6386,Odysseus,δύστηνε,hapless man,Odyssey,11,93,epithet,,,Human Male,Direct-Story,Odysseus-quoting-Teiresias,,
6388,sword,ὀξύ,sharp,Odyssey,11,95,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6393,sword,ἀργυρόηλον,silver-studded,Odyssey,11,97,epithet,,,Object,Direct,Odysseus,,
6394,blood,κελαινόν,dark,Odyssey,11,98,epithet,,,Object,Direct,Odysseus,,
6395,Teiresias,μάντις,seer,Odyssey,11,99,descriptor,,,Human Male,Direct,Odysseus,,
6395,Teiresias,ἀμύμων,blameless,Odyssey,11,99,epithet,,,Human Male,Direct,Odysseus,,
6398,return home,μελιηδέα,honey-sweet,Odyssey,11,100,epithet,,,Concept,Direct-Story,Odysseus-quoting-Teiresias,,
6398,Odysseus,φαίδιμʼ,shining,Odyssey,11,100,epithet,,,Human Male,Direct-Story,Odysseus-quoting-Teiresias,,
6399,Poseidon,θεός,god,Odyssey,11,101,descriptor,,,Deity Male,Direct-Story,Odysseus-quoting-Teiresias,,
6400,Poseidon,ἐννοσίγαιον,Earth-shaker,Odyssey,11,102,epithet,,,Deity Male,Direct-Story,Odysseus-quoting-Teiresias,,
6401,Polyphemus,υἱὸν φίλον,,Odyssey,11,103,descriptor,,,Cyclops,Direct-Story,Odysseus-quoting-Teiresias,,
6404,ship,ἐυεργέα,well-built,Odyssey,11,106,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6405,sea,ἰοειδέα,"violet, purple",Odyssey,11,107,epithet,,,Nature,Direct-Story,Odysseus-quoting-Teiresias,,
6406,sheep,ἴφια,fat,Odyssey,11,108,epithet,,,Animal,Direct-Story,Odysseus-quoting-Teiresias,,
6414,suitors,ὑπερφιάλους,overweening,Odyssey,11,116,epithet,,,Human Group,Direct-Story,Odysseus-quoting-Teiresias,,
6415,Penelope,ἀντιθέην,divine,Odyssey,11,117,epithet,,,Human Female,Direct-Story,Odysseus-quoting-Teiresias,,
6415,Penelope,ἄλοχον,wife,Odyssey,11,117,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-Teiresias,,
6418,bronze,ὀξέι,,Odyssey,11,120,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6418,sword,χαλκῷ,bronze,Odyssey,11,120,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6419,oar,ἐυῆρες,well-fitted,Odyssey,11,121,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6422,ship,φοινικοπαρῄους,red-prowed,Odyssey,11,124,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6423,oar,ἐυήρεʼ,well-fitted,Odyssey,11,125,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6427,oar,ἐυῆρες,well-fitted,Odyssey,11,129,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6428,sacrifice,καλὰ,beautiful,Odyssey,11,130,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6428,Poseidon,ἄνακτι,lord,Odyssey,11,130,descriptor,,,Deity Male,Direct-Story,Odysseus-quoting-Teiresias,,
6429,boar,ἐπιβήτορα,one who mounts,Odyssey,11,131,epithet,,,Animal,Direct-Story,Odysseus-quoting-Teiresias,,
6430,hecatomb,ἱερᾶς,sacred,Odyssey,11,132,epithet,,,Object,Direct-Story,Odysseus-quoting-Teiresias,,
6431,gods,ἀθανάτοισι,immortal,Odyssey,11,133,epithet,,,Deity Group,Direct-Story,Odysseus-quoting-Teiresias,,
6431,gods,τοὶ οὐρανὸν εὐρὺν ἔχουσι,who hold broad heaven,Odyssey,11,133,epithet,,,Deity Group,Direct-Story,Odysseus-quoting-Teiresias,,
6434,old age,λιπαρῷ,sleek,Odyssey,11,136,epithet,,,Concept,Direct-Story,Odysseus-quoting-Teiresias,,
6443,Anticleia,μητρὸς,mother,Odyssey,11,141,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-himself,,
6446,Teiresias,ἄναξ,lord,Odyssey,11,144,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6457,underworld,δόμον Ἄϊδος,house of Hades,Odyssey,11,150,epithet,,,Location,Direct,Odysseus,,
6458,Teiresias,ἄνακτος,lord,Odyssey,11,151,descriptor,,,Human Male,Direct,Odysseus,,
6460,blood,κελαινεφές,dark,Odyssey,11,153,epithet,,,Object,Direct,Odysseus,,
6461,words,πτερόεντα,winged,Odyssey,11,154,epithet,,,Object,Direct,Odysseus,,
6464,Odysseus,τέκνον ἐμόν,my child,Odyssey,11,155,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-Anticleia,,
6464,gloom,ἠερόεντα,murky,Odyssey,11,155,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6466,river,μεγάλοι,great,Odyssey,11,157,epithet,,,Nature,Direct-Story,Odysseus-quoting-Anticleia,,
6466,streams,δεινὰ,dread,Odyssey,11,157,epithet,,,Nature,Direct-Story,Odysseus-quoting-Anticleia,,
6468,ship,ἐυεργέα,well-built,Odyssey,11,159,epithet,,,Object,Direct-Story,Odysseus-quoting-Anticleia,,
6471,Penelope,γυναῖκα,wife,Odyssey,11,162,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-Anticleia,,
6476,Anticleia,μῆτερ ἐμή,my mother,Odyssey,11,164,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-himself,,
6477,Teiresias,Θηβαίου,,Odyssey,11,165,epithet,homeland,Thebes,Human Male,Direct-Story,Odysseus-quoting-himself,,
6480,Agamemnon,δίῳ,divine,Odyssey,11,168,epithet,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6481,Troy,ἐύπωλον,,Odyssey,11,169,epithet,,,Location,Direct-Story,Odysseus-quoting-himself,,
6483,death,τανηλεγέος,grievous,Odyssey,11,171,epithet,,,Concept,Direct-Story,Odysseus-quoting-himself,,
6484,Artemis,ἰοχέαιρα,,Odyssey,11,172,epithet,,,Deity Female,Direct-Story,Odysseus-quoting-himself,,
6486,Odysseus,πατρός,Laertes,Odyssey,11,174,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6486,Telemachus,υἱέος,son,Odyssey,11,174,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6489,Penelope,μνηστῆς ἀλόχου,wedded wife,Odyssey,11,177,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-himself,,
6490,Telemachus,παιδὶ,child,Odyssey,11,178,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
6495,Anticleia,πότνια μήτηρ,queenly mother,Odyssey,11,180,descriptor,,,Human Female,Direct,Odysseus,,
6500,honor,καλὸν,fair,Odyssey,11,184,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6505,blanket,σιγαλόεντα,shining,Odyssey,11,189,epithet,,,Object,Direct-Story,Odysseus-quoting-Anticleia,,
6508,autumn,τεθαλυῖά,abounding,Odyssey,11,192,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6509,vineyard,οἰνοπέδοιο,wine-producing,Odyssey,11,193,epithet,,,Object,Direct-Story,Odysseus-quoting-Anticleia,,
6510,(garden) bed,χθαμαλαὶ,"flat, lowly",Odyssey,11,194,epithet,,,Object,Direct-Story,Odysseus-quoting-Anticleia,,
6512,old age,χαλεπὸν,painful,Odyssey,11,196,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6514,Artemis,ἐύσκοπος,sharp-seeing,Odyssey,11,198,epithet,,,Deity Female,Direct-Story,Odysseus-quoting-Anticleia,,
6514,Artemis,ἰοχέαιρα,archer,Odyssey,11,198,epithet,,,Deity Female,Narration,Narrator,,
6517,wasting away,στυγερῇ,hated,Odyssey,11,201,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6518,Odysseus,φαίδιμʼ,shining,Odyssey,11,202,epithet,,,Human Male,Direct-Story,Odysseus-quoting-Anticleia,,
6519,life,μελιηδέα,honey-sweet,Odyssey,11,203,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6523,Anticleia,μητρὸς,mother,Odyssey,11,205,descriptor,,,Human Female,Direct,Odysseus,,
6527,words,πτερόεντα,winged,Odyssey,11,209,epithet,,,Object,Direct,Odysseus,,
6530,Anticleia,μῆτερ ἐμή,my mother,Odyssey,11,210,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-himself,,
6532,lamentation,κρυεροῖο,chill,Odyssey,11,212,epithet,,,Activity,Direct-Story,Odysseus-quoting-himself,,
6533,Persephone,ἀγαυὴ,illustrious,Odyssey,11,213,epithet,,,Deity Female,Direct-Story,Odysseus-quoting-himself,,
6537,Anticleia,πότνια μήτηρ,queenly mother,Odyssey,11,215,epithet,,,Human Female,Direct,Odysseus,,
6539,Odysseus,τέκνον ἐμόν,my child,Odyssey,11,216,descriptor,,,Human Male,Direct-Story,Odysseus-quoting-Anticleia,,
6539,Odysseus,περὶ πάντων κάμμορε φωτῶν,ill-fated above all men,Odyssey,11,216,epithet,,,Human Male,Direct-Story,Odysseus-quoting-Anticleia,,
6540,Persephone,Διὸς θυγάτηρ,daughter of Zeus,Odyssey,11,217,epithet,lineage,Zeus,Deity Female,Direct-Story,Odysseus-quoting-Anticleia,,
6543,force,κρατερὸν,mighty,Odyssey,11,220,epithet,,,Concept,Direct-Story,Odysseus-quoting-Anticleia,,
6543,fire,αἰθομένοιο,blazing,Odyssey,11,220,epithet,,,Nature,Direct-Story,Odysseus-quoting-Anticleia,,
6544,bones,λεύκʼ,bright,Odyssey,11,221,epithet,,,Object,Direct-Story,Odysseus-quoting-Anticleia,,
6547,Penelope,γυναικί,wife,Odyssey,11,224,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-Anticleia,,
6552,Persephone,ἀγαυὴ,illustrious,Odyssey,11,226,epithet,,,Deity Female,Direct,Odysseus,,
6554,blood,κελαινὸν,dark,Odyssey,11,228,epithet,,,Object,Direct,Odysseus,,
6557,sword,τανύηκες,long-pointed,Odyssey,11,231,epithet,,,Object,Direct,Odysseus,,
6557,thigh,παχέος,thick,Odyssey,11,231,epithet,,,Object,Direct,Odysseus,,
6558,blood,κελαινόν,dark,Odyssey,11,232,epithet,,,Object,Direct,Odysseus,,
6562,Tyro,εὐπατέρειαν,high-born,Odyssey,11,235,epithet,,,Human Female,Direct,Odysseus,,
6563,Tyro,Σαλμωνῆος ἀμύμονος ἔκγονος,,Odyssey,11,236,epithet,lineage,Salmoneus,Human Female,Direct,Odysseus,,
6564,Tyro,Κρηθῆος γυνὴ,,Odyssey,11,237,epithet,relation,Cretheus,Human Female,Direct,Odysseus,,
6564,Cretheus,Αἰολίδαο,of Aeolus,Odyssey,11,237,epithet,patronym,Aeolus,Human Male,Direct,Odysseus,,
6565,river Enipeus,θείοιο,god,Odyssey,11,238,epithet,,,Deity Male,Direct,Odysseus,,
6566,river Enipeus,ὃς πολὺ κάλλιστος ποταμῶν ἐπὶ γαῖαν ἵησι,far fairest of rivers on the earth,Odyssey,11,239,descriptor,,,Deity Male,Direct,Odysseus,,
6567,streams,καλὰ,beautiful,Odyssey,11,240,epithet,,,Nature,Direct,Odysseus,,
6568,Poseidon,γαιήοχος,earth-enfolder,Odyssey,11,241,epithet,,,Deity Male,Direct,Odysseus,,
6568,Poseidon,ἐννοσίγαιος,Earth-shaker,Odyssey,11,241,epithet,,,Deity Male,Direct,Odysseus,,
6569,river,δινήεντος,eddying,Odyssey,11,242,epithet,,,Nature,Direct,Odysseus,,
6570,wave,πορφύρεον,dark,Odyssey,11,243,epithet,,,Nature,Direct,Odysseus,,
6571,wave,κυρτωθέν,curved,Odyssey,11,244,epithet,,,Nature,Direct,Odysseus,,
6571,Poseidon,θεὸν,god,Odyssey,11,244,descriptor,,,Deity Male,Direct,Odysseus,,
6571,Tyro,θνητήν τε γυναῖκα,mortal woman,Odyssey,11,244,descriptor,,,Human Female,Direct,Odysseus,,
6572,belt,παρθενίην,maiden's,Odyssey,11,245,epithet,,,Object,Direct,Odysseus,,
6573,Poseidon,θεὸς,god,Odyssey,11,246,descriptor,,,Deity Male,Direct,Odysseus,,
6577,Tyro,γύναι,woman,Odyssey,11,248,descriptor,,,Human Female,Direct-Story,Odysseus-quoting-Poseidon,,
6578,children (of Tyro),ἀγλαὰ,shining,Odyssey,11,249,epithet,,,Human Group,Direct-Story,Odysseus-quoting-Poseidon,,
6579,gods,ἀθανάτων,immortal,Odyssey,11,250,epithet,,,Deity Group,Direct-Story,Odysseus-quoting-Poseidon,,
6581,Poseidon,ἐνοσίχθων,earth-shaker,Odyssey,11,252,epithet,,,Deity Male,Direct-Story,Odysseus-quoting-Poseidon,,
6584,sea,κυμαίνοντα,surging,Odyssey,11,253,epithet,,,Nature,Direct,Odysseus,,
6586,"Pelias, Neleus",κρατερὼ θεράποντε,strong servants,Odyssey,11,255,descriptor,,,Human Male,Direct,Odysseus,,
6586,Zeus,μεγάλοιο,great,Odyssey,11,255,epithet,,,Deity Male,Direct,Odysseus,,
6587,Iolcus,εὐρυχόρῳ,spacious,Odyssey,11,256,epithet,,,Location,Direct,Odysseus,,
6588,Pelias,πολύρρηνος,rich in sheep,Odyssey,11,257,epithet,,,Human Male,Direct,Odysseus,,
6588,Pylos,ἠμαθόεντι,sandy,Odyssey,11,257,epithet,,,Location,Direct,Odysseus,,
6589,Tyro,βασίλεια γυναικῶν,,Odyssey,11,258,descriptor,,,Human Female,Direct,Odysseus,,
6590,Amythaon,ἱππιοχάρμην,fights from chariots,Odyssey,11,259,epithet,,,Human Male,Direct,Odysseus,,
6592,Antiope,Ἀσωποῖο θύγατρα,,Odyssey,11,260,epithet,lineage,Asopus,Human Female,Direct,Odysseus,,
6595,Thebes,ἑπταπύλοιο,seven-gated,Odyssey,11,263,epithet,,,Location,Direct,Odysseus,,
6597,Thebes,εὐρύχορον,spacious,Odyssey,11,265,epithet,,,Location,Direct,Odysseus,,
6599,Alcmene,Ἀμφιτρύωνος ἄκοιτιν,wife of Amphitryon,Odyssey,11,266,epithet,relation,Amphitryon,Human Female,Direct,Odysseus,,
6600,Heracles,θρασυμέμνονα,staunch in fight,Odyssey,11,267,descriptor,,,Human Male,Direct,Odysseus,,
6600,Heracles,θυμολέοντα,lion-hearted,Odyssey,11,267,descriptor,,,Human Male,Direct,Odysseus,,
6601,Zeus,μεγάλοιο,great,Odyssey,11,268,epithet,,,Deity Male,Direct,Odysseus,,
6602,Megara,Κρείοντος ὑπερθύμοιο θύγατρα,,Odyssey,11,269,epithet,lineage,Creon,Human Female,Direct,Odysseus,,
6603,Heracles,Ἀμφιτρύωνος υἱὸς,son of Amphitryon,Odyssey,11,270,epithet,lineage,Amphitryon,Human Male,Direct,Odysseus,,
6603,Heracles,μένος αἰὲν ἀτειρής,indestructible in strength,Odyssey,11,270,descriptor,,,Human Male,Direct,Odysseus,,
6606,Epicaste (Jocasta),καλὴν,beautiful,Odyssey,11,271,epithet,,,Human Female,Direct,Odysseus,,
6610,Thebes,πολυηράτῳ,very lovely,Odyssey,11,275,epithet,,,Location,Direct,Odysseus,,
6611,Oedipodes (Oedipus),Καδμείων ἤνασσε,lord of the Cadmeans,Odyssey,11,276,descriptor,,,Human Male,Direct,Odysseus,,
6612,Hades,πυλάρταο,gate-fastener,Odyssey,11,277,epithet,,,Deity Male,Direct,Odysseus,,
6612,Hades,κρατεροῖο,mighty,Odyssey,11,277,epithet,,,Deity Male,Direct,Odysseus,,
6617,Chloris,περικαλλέα,beautiful,Odyssey,11,281,epithet,,,Human Female,Direct,Odysseus,,
6619,Chloris,ὁπλοτάτην κούρην Ἀμφίονος,,Odyssey,11,283,epithet,lineage,Amphion,Human Female,Direct,Odysseus,,
6619,Amphion,Ἰασίδαο,,Odyssey,11,283,epithet,patronym,Iasus,Human Male,Direct,Odysseus,,
6621,Chloris,Πύλου βασίλευε,queen of Pylos,Odyssey,11,285,descriptor,,,Human Female,Direct,Odysseus,,
6621,children (of Chloris),ἀγλαὰ,shining,Odyssey,11,285,epithet,,,Human Group,Direct,Odysseus,,
6622,Periclymenus,ἀγέρωχον,lordly,Odyssey,11,286,epithet,,,Human Male,Direct,Odysseus,,
6623,Pero,ἰφθίμην,strong,Odyssey,11,287,epithet,,,Human Male,Direct,Odysseus,,
6623,Pero,θαῦμα βροτοῖσι,wonder among men,Odyssey,11,287,descriptor,,,Human Male,Direct,Odysseus,,
6625,cows,ἕλικας,rolling,Odyssey,11,289,epithet,,,Animal,Direct,Odysseus,,
6625,cows,εὐρυμετώπους,broad-fronted,Odyssey,11,289,epithet,,,Animal,Direct,Odysseus,,
6626,Iphicles,βίης,mighty,Odyssey,11,290,epithet,,,Human Male,Direct,Odysseus,,
6627,seer,ἀμύμων,blameless,Odyssey,11,291,epithet,,,Human Male,Direct,Odysseus,,
6632,Iphicles,βίη,mighty,Odyssey,11,296,epithet,,,Human Male,Direct,Odysseus,,
6635,Leda,Τυνδαρέου παράκοιτιν,,Odyssey,11,298,epithet,lineage,Tyndareus,Human Female,Direct,Odysseus,,
6636,"Castor, Polydeuces",κρατερόφρονε,stout-hearted,Odyssey,11,299,epithet,,,Human Male,Direct,Odysseus,,
6637,Castor,ἱππόδαμον,tamer of horses,Odyssey,11,300,epithet,,,Human Male,Direct,Odysseus,,
6637,Polydeuces,πὺξ ἀγαθὸν,good with the fists,Odyssey,11,300,epithet,,,Human Male,Direct,Odysseus,,
6638,earth,φυσίζοος,life-producing,Odyssey,11,301,epithet,,,Nature,Direct,Odysseus,,
6643,Iphimedeia,Ἀλωῆος παράκοιτιν,wife of Aloeus,Odyssey,11,305,epithet,relation,Aloeus,Human Female,Direct,Odysseus,,
6646,Otus,ἀντίθεον,godlike,Odyssey,11,308,epithet,,,Human Male,Direct,Odysseus,,
6646,Ephialtes,τηλεκλειτόν,far-famed,Odyssey,11,308,epithet,,,Human Male,Direct,Odysseus,,
6647,earth,ζείδωρος,,Odyssey,11,309,epithet,,,Nature,Direct,Odysseus,,
6648,Orion,κλυτὸν,famous,Odyssey,11,310,epithet,,,Human Male,Direct,Odysseus,,
6651,gods,ἀθανάτοισιν,immortal,Odyssey,11,313,epithet,,,Deity Group,Direct,Odysseus,,
6652,war,πολυάικος,furious,Odyssey,11,314,epithet,,,Concept,Direct,Odysseus,,
6654,Mount Pelion,εἰνοσίφυλλον,with waving forests,Odyssey,11,316,epithet,,,Location,Direct,Odysseus,,
6656,Apollo,Διὸς υἱός,,Odyssey,11,318,epithet,lineage,Zeus,Deity Male,Direct,Odysseus,,
6656,Leto,ἠύκομος,fair-haired,Odyssey,11,318,epithet,,,Deity Female,Direct,Odysseus,,
6662,Ariadne,κούρην Μίνωος,,Odyssey,11,322,epithet,lineage,Minos,Human Female,Direct,Odysseus,,
6662,Minos,ὀλοόφρονος,of baneful mind,Odyssey,11,322,epithet,,,Human Male,Direct,Odysseus,,
6663,Athens,ἱεράων,sacred,Odyssey,11,323,epithet,,,Location,Direct,Odysseus,,
6665,Dia,ἀμφιρύτῃ,sea-girt,Odyssey,11,325,epithet,,,Location,Direct,Odysseus,,
6667,Eriphyle,στυγερήν,hateful,Odyssey,11,326,epithet,,,Human Female,Direct,Odysseus,,
6671,night,ἄμβροτος,immortal,Odyssey,11,330,epithet,,,Nature,Direct,Odysseus,,
6672,ship,θοὴν,swift,Odyssey,11,331,epithet,,,Object,Direct,Odysseus,,
6678,Arete,λευκώλενος,white-armed,Odyssey,11,335,epithet,,,Human Female,Narration,Narrator,,
6689,Echeneus,γέρων,old man,Odyssey,11,342,descriptor,,,Human Male,Narration,Narrator,,
6689,Echeneus,ἥρως,hero,Odyssey,11,342,descriptor,,,Human Male,Narration,Narrator,,
6693,Arete,βασίλεια,queen,Odyssey,11,345,descriptor,,,Human Female,Direct,Echenous,,
6693,Arete,περίφρων,wise,Odyssey,11,345,epithet,,,Human Female,Direct,Echenous,,
6700,Phaeacians,φιληρέτμοισιν,,Odyssey,11,349,epithet,,,Human Group,Direct,Alcinous,,
6707,Odysseus,πολύμητις,of many wiles,Odyssey,11,354,epithet,,,Human Male,Narration,Narrator,,
6709,Alcinous,κρεῖον,lord,Odyssey,11,355,epithet,,,Human Male,Direct,Odysseus,,
6709,Alcinous,πάντων ἀριδείκετε λαῶν,renowned above all men,Odyssey,11,355,epithet,,,Human Male,Direct,Odysseus,,
6711,gift,ἀγλαὰ,shining,Odyssey,11,357,epithet,,,Object,Direct,Odysseus,,
6723,earth,μέλαινα,black,Odyssey,11,365,epithet,,,Nature,Direct,Alcinous,,
6729,companions,ἀντιθέων,godlike,Odyssey,11,371,epithet,,,Human Male,Direct,Alcinous,,
6733,Eos,δῖαν,divine,Odyssey,11,375,epithet,,,Deity Female,Direct,Alcinous,,
6737,Odysseus,πολύμητις,of many wiles,Odyssey,11,377,epithet,,,Human Male,Narration,Narrator,,
6739,Alcinous,κρεῖον,lord,Odyssey,11,378,epithet,,,Human Male,Direct,Odysseus,,
6739,Alcinous,πάντων ἀριδείκετε λαῶν,renowned above all men,Odyssey,11,378,epithet,,,Human Male,Direct,Odysseus,,
6744,battle-cry,στονόεσσαν,dread,Odyssey,11,383,epithet,,,Concept,Direct,Odysseus,,
6745,Calypso,κακῆς ἰότητι γυναικός,evil woman,Odyssey,11,384,descriptor,,,Deity Female,Direct,Odysseus,,
6748,Persephone,ἁγνὴ,holy,Odyssey,11,386,epithet,,,Deity Female,Direct,Odysseus,,
6749,Agamemnon,Ἀτρεΐδαο,of Atreus,Odyssey,11,387,epithet,patronym,Atreus,Human Male,Direct,Odysseus,,
6752,blood,κελαινόν,dark,Odyssey,11,390,epithet,,,Object,Direct,Odysseus,,
6756,limbs,γναμπτοῖσι,supple,Odyssey,11,394,epithet,,,Object,Direct,Odysseus,,
6759,words,πτερόεντα,winged,Odyssey,11,396,epithet,,,Object,Direct,Odysseus,,
6761,Agamemnon,Ἀτρεΐδη,of Atreus,Odyssey,11,397,epithet,patronym,Atreus,Human Male,Direct-Story,Odysseus-quoting-himself,,
6761,Agamemnon,κύδιστε,most glorious,Odyssey,11,397,epithet,,,Human Male,Direct,Odysseus,,
6761,Agamemnon,ἄναξ ἀνδρῶν,lord of men,Odyssey,11,397,epithet,,,Human Male,Direct-Story,Odysseus-quoting-himself,,
