Source line,Signified Entity,Greek,Translation,Epic,Book,Line,Type,Subtype,Relative,Category,Speech,Speaker,MANTO ID
13530,Telemachus,υἱόν,son,Odyssey,22,216,descriptor,,,,Narration,Narrator,
13537,wife,κεδνὴν,careful,Odyssey,22,223,epithet,,,,Narration,Narrator,
13545,Helen,λευκωλένῳ,bright-armed,Odyssey,22,227,epithet,,,,Narration,Narrator,
13545,Helen,εὐπατερείῃ,daughter of a noble father,Odyssey,22,227,epithet,,,,Narration,Narrator,
13547,conflict,αἰνῇ,dread,Odyssey,22,229,epithet,,,,Narration,Narrator,
13548,Troy,Πριάμου πόλις,city of Priam,Odyssey,22,230,descriptor,,,,Narration,Narrator,
13548,Troy,εὐρυάγυια,with wide streets,Odyssey,22,230,epithet,,,,Narration,Narrator,
13551,Odysseus,πέπον,friend,Odyssey,22,233,descriptor,,,,Narration,Narrator,
13553,Mentor,Ἀλκιμίδης,,Odyssey,22,235,epithet,patronym,Alcimus,,Narration,Narrator,
13558,Telemachus,υἱοῦ,son,Odyssey,22,238,descriptor,,,,Narration,Narrator,
13558,Telemachus,κυδαλίμοιο,glorious,Odyssey,22,238,epithet,,,,Narration,Narrator,
13562,Agelaus,Δαμαστορίδης,,Odyssey,22,241,epithet,patronym,Damastor,,Narration,Narrator,
13564,Peisander,Πολυκτορίδης,,Odyssey,22,243,epithet,patronym,Polyctor,,Narration,Narrator,
13564,Polybus,δαΐφρων,wise,Odyssey,22,243,epithet,,,,Narration,Narrator,
13565,"Agelaus, Eurynomus, Amphimedon, Demoptolemus, Peisander, Polybus",οἱ γὰρ μνηστήρων ἀρετῇ ἔσαν ἔξοχʼ ἄριστοι,in excellence the best of the suitors,Odyssey,22,244,descriptor,,,,Narration,Narrator,
13567,arrows,ταρφέες,thick,Odyssey,22,246,epithet,,,,Narration,Narrator,
13571,suitors,φίλοι,friends,Odyssey,22,248,descriptor,,,,Narration,Narrator,
13571,hands,ἀάπτους,invincible,Odyssey,22,248,epithet,,,,Narration,Narrator,
13574,spears,μακρά,long,Odyssey,22,251,epithet,,,,Narration,Narrator,
13583,large room,ἐϋσταθέος,well-built,Odyssey,22,257,epithet,,,,Narration,Narrator,
13584,door,πυκινῶς ἀραρυῖαν,close-joined,Odyssey,22,258,epithet,,,,Narration,Narrator,
13585,spear,μελίη,ash,Odyssey,22,259,epithet,,,,Narration,Narrator,
13585,spear,χαλκοβάρεια,bronze-heavy,Odyssey,22,259,epithet,,,,Narration,Narrator,
13587,Odysseus,πολύτλας,,Odyssey,22,261,epithet,,,,Narration,Narrator,
13587,Odysseus,δῖος,,Odyssey,22,261,epithet,,,,Narration,Narrator,
13590,Odysseus' allies,φίλοι,friends,Odyssey,22,262,descriptor,,,,Narration,Narrator,
13595,spears,ὀξέα,sharp,Odyssey,22,265,epithet,,,,Narration,Narrator,
13597,Eumaeus,συβώτης,swineherd,Odyssey,22,267,descriptor,,,,Narration,Narrator,
13598,Philoetius,βοῶν ἐπιβουκόλος,herdsman of cattle,Odyssey,22,268,descriptor,,,,Narration,Narrator,
13603,spears,ὀξέα,sharp,Odyssey,22,272,epithet,,,,Narration,Narrator,
13605,large room,ἐϋσταθέος,well-built,Odyssey,22,274,epithet,,,,Narration,Narrator,
13606,door,πυκινῶς ἀραρυῖαν,close-joined,Odyssey,22,275,epithet,,,,Narration,Narrator,
13607,spear,μελίη,ash,Odyssey,22,276,epithet,,,,Narration,Narrator,
13607,spear,χαλκοβάρεια,bronze-heavy,Odyssey,22,276,epithet,,,,Narration,Narrator,
13609,spear,χαλκός,bronze,Odyssey,22,278,epithet,,,,Narration,Narrator,
13610,spears,μακρῷ,long,Odyssey,22,279,epithet,,,,Narration,Narrator,
13612,Odysseus,δαΐφρονα,,Odyssey,22,281,epithet,,,,Narration,Narrator,
13612,Odysseus,ποικιλομήτην,crafty-minded,Odyssey,22,281,epithet,,,,Narration,Narrator,
13613,spears,ὀξέα,sharp,Odyssey,22,282,epithet,,,,Narration,Narrator,
13614,Odysseus,πτολίπορθος,city-sacker,Odyssey,22,283,epithet,,,,Narration,Narrator,
13616,Philoetius,βοῶν ἐπιβουκόλος,herdsman of cattle,Odyssey,22,285,descriptor,,,,Narration,Narrator,
13620,Ctesippus,Πολυθερσεΐδη,,Odyssey,22,287,epithet,patronym,Polytherses,,Narration,Narrator,
13620,Ctesippus,φιλοκέρτομε,lover of jeerings,Odyssey,22,287,epithet,,,,Narration,Narrator,
13624,Odysseus,ἀντιθέῳ,,Odyssey,22,291,epithet,,,,Narration,Narrator,
13628,cows,ἑλίκων,curved,Odyssey,22,292,epithet,,,,Narration,Narrator,
13628,Philoetius,ἐπιβουκόλος,herdsman,Odyssey,22,292,descriptor,,,,Narration,Narrator,
13629,Agelaus,Δαμαστορίδην,,Odyssey,22,293,epithet,patronym,Damastor,,Narration,Narrator,
13630,Leiocritus,Εὐηνορίδην,,Odyssey,22,294,epithet,patronym,Evenor,,Narration,Narrator,
13631,spear,χαλκὸν,bronze,Odyssey,22,295,epithet,,,,Narration,Narrator,
13633,aegis,φθισίμβροτον,destroying men,Odyssey,22,297,epithet,,,,Narration,Narrator,
13635,cow,ἀγελαῖαι,belonging to a herd,Odyssey,22,299,epithet,,,,Narration,Narrator,
13636,gadfly,αἰόλος,quick-moving,Odyssey,22,300,epithet,,,,Narration,Narrator,
13638,vultures,γαμψώνυχες,with crooked talons,Odyssey,22,302,epithet,,,,Narration,Narrator,
13638,vultures,ἀγκυλοχεῖλαι,with curved beaks,Odyssey,22,302,epithet,,,,Narration,Narrator,
13648,words,πτερόεντα,,Odyssey,22,311,epithet,,,,Narration,Narrator,
13657,Leiodes,θυοσκόος,sacrificing priest,Odyssey,22,318,descriptor,,,,Narration,Narrator,
13661,Odysseus,πολύμητις,,Odyssey,22,320,epithet,,,,Narration,Narrator,
13663,Leiodes,θυοσκόος,sacrificing priest,Odyssey,22,321,descriptor,,,,Narration,Narrator,
13665,return home,γλυκεροῖο,sweet,Odyssey,22,323,epithet,,,,Narration,Narrator,
13666,Penelope,ἄλοχόν τε φίλην,dear wife,Odyssey,22,324,descriptor,,,,Narration,Narrator,
13667,death,δυσηλεγέα,cruel,Odyssey,22,325,epithet,,,,Narration,Narrator,
13670,hand,παχείῃ,,Odyssey,22,326,epithet,,,,Narration,Narrator,
13676,Phemius,Τερπιάδης,,Odyssey,22,330,epithet,patronym,Terpes,,Narration,Narrator,
13676,Phemius,ἀοιδὸς,bard,Odyssey,22,330,descriptor,,,,Narration,Narrator,
13676,fate,μέλαιναν,,Odyssey,22,330,epithet,,,,Narration,Narrator,
13678,lyre,λίγειαν,,Odyssey,22,332,epithet,,,,Narration,Narrator,
13680,Zeus,μεγάλου,great,Odyssey,22,334,epithet,,,,Narration,Narrator,
13681,Zeus,ἑρκείου,of the front court,Odyssey,22,335,epithet,,,,Narration,Narrator,
13685,Odysseus,Λαερτιάδεω,,Odyssey,22,339,epithet,patronym,Laertes,,Narration,Narrator,
13686,lyre,γλαφυρὴν,,Odyssey,22,340,epithet,,,,Narration,Narrator,
13687,chair,ἀργυροήλου,silver-studded,Odyssey,22,341,epithet,,,,Narration,Narrator,
13689,words,πτερόεντα,,Odyssey,22,343,epithet,,,,Narration,Narrator,
13693,Phemius,ἀοιδὸν,bard,Odyssey,22,345,descriptor,,,,Narration,Narrator,
13694,Phemius,ὅς τε θεοῖσι καὶ ἀνθρώποισιν ἀείδω,who sings to gods and men,Odyssey,22,346,descriptor,,,,Narration,Narrator,
13695,Apollo (poss.),θεὸς,god,Odyssey,22,347,descriptor,,,,Narration,Narrator,
13698,Telemachus,φίλος υἱός,dear son,Odyssey,22,350,descriptor,,,,Narration,Narrator,
13704,Telemachus,ἱερὴ,strong,Odyssey,22,354,epithet,,,,Narration,Narrator,
13704,Telemachus,ἲς,mighty,Odyssey,22,354,epithet,,,,Narration,Narrator,
13705,Odysseus,πατέρα,father,Odyssey,22,355,descriptor,,,,Narration,Narrator,
13708,Phemius,ἀναίτιον,not being the cause,Odyssey,22,356,epithet,,,,Narration,Narrator,
13708,bronze,χαλκῷ,sword,Odyssey,22,356,epithet,,,,Narration,Narrator,
13709,Medon,κήρυκα,herald,Odyssey,22,357,descriptor,,,,Narration,Narrator,
13711,Eumaeus,συβώτης,swineherd,Odyssey,22,359,descriptor,,,,Narration,Narrator,
13715,Medon,πεπνυμένα,,Odyssey,22,361,epithet,,,,Narration,Narrator,
13717,hide,νεόδαρτον,newly flayed,Odyssey,22,363,epithet,,,,Narration,Narrator,
13717,fate,μέλαιναν,,Odyssey,22,363,epithet,,,,Narration,Narrator,
13720,words,πτερόεντα,,Odyssey,22,366,epithet,,,,Narration,Narrator,
13723,Telemachus,φίλʼ,friend,Odyssey,22,367,descriptor,,,,Narration,Narrator,
13723,Odysseus,πατρὶ,father,Odyssey,22,367,descriptor,,,,Narration,Narrator,
13724,bronze,ὀξέϊ,sharp,Odyssey,22,368,epithet,,,,Narration,Narrator,
13729,Odysseus,πολύμητις,,Odyssey,22,371,epithet,,,,Narration,Narrator,
13735,Phemius,πολύφημος,of many songs,Odyssey,22,376,epithet,,,,Narration,Narrator,
13735,Phemius,ἀοιδός,bard,Odyssey,22,376,descriptor,,,,Narration,Narrator,
13741,Zeus,μεγάλου,great,Odyssey,22,379,epithet,,,,Narration,Narrator,
13744,fate,μέλαιναν,,Odyssey,22,382,epithet,,,,Narration,Narrator,
13747,beach,κοῖλον,bending,Odyssey,22,385,epithet,,,,Narration,Narrator,
13747,sea,πολιῆς,gray,Odyssey,22,385,epithet,,,,Narration,Narrator,
13748,net,πολυωπῷ,with many holes,Odyssey,22,386,epithet,,,,Narration,Narrator,
13750,Helios,φαέθων,shining,Odyssey,22,388,epithet,,,,Narration,Narrator,
13752,Odysseus,πολύμητις,,Odyssey,22,390,epithet,,,,Narration,Narrator,
13755,Eurycleia,τροφὸν,nurse,Odyssey,22,391,descriptor,,,,Narration,Narrator,
13758,Odysseus,φίλῳ,dear,Odyssey,22,393,epithet,,,,Narration,Narrator,
13758,Odysseus,πατρί,father,Odyssey,22,393,descriptor,,,,Narration,Narrator,
13759,Eurycleia,τροφὸν,nurse,Odyssey,22,394,descriptor,,,,Narration,Narrator,
13762,Eurycleia,γρηῢ παλαιγενές,aged woman,Odyssey,22,395,descriptor,,,,Narration,Narrator,
13764,Odysseus,πατὴρ,father,Odyssey,22,397,descriptor,,,,Narration,Narrator,
13768,megaron,εὖ,"well, good, stately",Odyssey,22,399,epithet,,,,Narration,Narrator,
13772,cow,ἀγραύλοιο,field-dwelling,Odyssey,22,403,epithet,,,,Narration,Narrator,
13779,words,πτερόεντα,,Odyssey,22,410,epithet,,,,Narration,Narrator,
13782,Eurycleia,γρηῦ,old woman,Odyssey,22,411,descriptor,,,,Narration,Narrator,
13785,men,ἐπιχθονίων,earthly,Odyssey,22,414,epithet,,,,Narration,Narrator,
13792,Eurycleia,φίλη τροφὸς,,Odyssey,22,419,descriptor,,,,Narration,Narrator,
13794,Odysseus,τέκνον,child,Odyssey,22,420,descriptor,,,,Narration,Narrator,
13800,Penelope,μήτηρ,mother,Odyssey,22,426,descriptor,,,,Narration,Narrator,
13802,upper room,σιγαλόεντα,shining,Odyssey,22,428,epithet,,,,Narration,Narrator,
13803,Penelope,ἀλόχῳ,wife,Odyssey,22,429,descriptor,,,,Narration,Narrator,
13803,god,θεὸς,god,Odyssey,22,429,descriptor,,,,Narration,Narrator,
13807,Odysseus,πολύμητις,,Odyssey,22,430,epithet,,,,Narration,Narrator,
13813,Eurycleia,γρηῢς,old woman,Odyssey,22,433,descriptor,,,,Narration,Narrator,
13815,Philoetius,βουκόλον,cowherd,Odyssey,22,435,descriptor,,,,Narration,Narrator,
13815,Eumaeus,συβώτην,swineherd,Odyssey,22,435,descriptor,,,,Narration,Narrator,
13816,words,πτερόεντα,,Odyssey,22,436,epithet,,,,Narration,Narrator,
13820,chairs,περικαλλέας,very beautiful,Odyssey,22,438,epithet,,,,Narration,Narrator,
13821,sponges,πολυτρήτοισι,with many holes,Odyssey,22,439,epithet,,,,Narration,Narrator,
13823,large room,ἐϋσταθέος,well-built,Odyssey,22,441,epithet,,,,Narration,Narrator,
13824,fence,ἀμύμονος,,Odyssey,22,442,epithet,,,,Narration,Narrator,
13825,swords,τανυήκεσιν,long-pointed,Odyssey,22,443,epithet,,,,Narration,Narrator,
13833,court,εὐερκέος,well-walled,Odyssey,22,449,epithet,,,,Narration,Narrator,
13836,chairs,περικαλλέας,very beautiful,Odyssey,22,452,epithet,,,,Narration,Narrator,
13837,sponges,πολυτρήτοισι,with many holes,Odyssey,22,453,epithet,,,,Narration,Narrator,
13838,Philoetius,βουκόλος,cowherd,Odyssey,22,454,descriptor,,,,Narration,Narrator,
13838,Eumaeus,συβώτῃς,goatherd,Odyssey,22,454,descriptor,,,,Narration,Narrator,
13839,house,πύκα ποιητοῖο,solidly made,Odyssey,22,455,epithet,,,,Narration,Narrator,
13842,large room,ἐϋσταθέος,well-built,Odyssey,22,458,epithet,,,,Narration,Narrator,
13843,fence,ἀμύμονος,,Odyssey,22,459,epithet,,,,Narration,Narrator,
13845,Telemachus,πεπνυμένος,,Odyssey,22,461,epithet,,,,Narration,Narrator,
13850,Penelope,μητέρι,mother,Odyssey,22,464,descriptor,,,,Narration,Narrator,
13854,ship,κυανοπρῴροιο,dark-prowed,Odyssey,22,465,epithet,,,,Narration,Narrator,
13857,thrush,τανυσίπτεροι,long-winged,Odyssey,22,468,epithet,,,,Narration,Narrator,
13865,bronze,νηλέϊ,ruthless,Odyssey,22,475,epithet,,,,Narration,Narrator,
13871,Eurycleia,φίλην τροφὸν,dear nurse,Odyssey,22,480,descriptor,,,,Narration,Narrator,
13873,Eurycleia,γρηΰ,old woman,Odyssey,22,481,descriptor,,,,Narration,Narrator,
13878,Eurycleia,φίλη τροφὸς,dear nurse,Odyssey,22,485,descriptor,,,,Narration,Narrator,
13880,Odysseus,τέκνον,child,Odyssey,22,486,descriptor,,,,Narration,Narrator,
13882,shoulders,εὐρέας,broad,Odyssey,22,488,epithet,,,,Narration,Narrator,
13886,Odysseus,πολύμητις,,Odyssey,22,490,epithet,,,,Narration,Narrator,
13891,Eurycleia,φίλη τροφὸς,,Odyssey,22,492,descriptor,,,,Narration,Narrator,
13894,Eurycleia,γρηῢς,old woman,Odyssey,22,495,descriptor,,,,Narration,Narrator,
13894,house,κάλʼ,beautiful,Odyssey,22,495,epithet,,,,Narration,Narrator,
13899,longing,γλυκὺς,sweet,Odyssey,22,500,epithet,,,,Narration,Narrator,
13904,Eurycleia,γρηῢς,old woman,Odyssey,23,1,descriptor,,,,Narration,Narrator,
13905,Penelope,δεσποίνῃ,mistress,Odyssey,23,2,descriptor,,,,Narration,Narrator,
13905,Odysseus,φίλον πόσιν,,Odyssey,23,2,descriptor,,,,Narration,Narrator,
13910,Penelope,φίλον τέκος,dear child,Odyssey,23,5,descriptor,,,,Narration,Narrator,
13913,suitors,ἀγήνορας,,Odyssey,23,8,epithet,,,,Narration,Narrator,
13914,Telemachus,παῖδα,son,Odyssey,23,9,descriptor,,,,Narration,Narrator,
13916,Penelope,περίφρων,,Odyssey,23,10,epithet,,,,Narration,Narrator,
13918,Eurycleia,μαῖα φίλη,dear nurse,Odyssey,23,11,descriptor,,,,Narration,Narrator,
13919,NEED,ἄφρονα,,Odyssey,23,12,descriptor,,,,Narration,Narrator,
13924,sleep,ἡδέος,sweet,Odyssey,23,17,epithet,,,,Narration,Narrator,
13926,Troy,Κακοΐλιον,evil Troy,Odyssey,23,19,epithet,,,,Narration,Narrator,
13926,Troy,οὐκ ὀνομαστήν,that should not be named,Odyssey,23,19,descriptor,,,,Narration,Narrator,
13933,Eurycleia,φίλη τροφὸς,,Odyssey,23,25,descriptor,,,,Narration,Narrator,
13935,Penelope,τέκνον φίλον,dear child,Odyssey,23,26,descriptor,,,,Narration,Narrator,
13937,Odysseus,ξεῖνος,stranger,Odyssey,23,28,descriptor,,,,Narration,Narrator,
13940,men,ὑπερηνορεόντων,overweening,Odyssey,23,31,descriptor,,,,Narration,Narrator,
13944,Eurycleia,γρηῒ,,Odyssey,23,33,descriptor,,,,Narration,Narrator,
13945,words,πτερόεντα,,Odyssey,23,34,epithet,,,,Narration,Narrator,
13948,Eurycleia,μαῖα φίλη,,Odyssey,23,35,descriptor,,,,Narration,Narrator,
13950,suitors,ἀναιδέσι,,Odyssey,23,37,descriptor,,,,Narration,Narrator,
13954,Eurycleia,φίλη τροφὸς,,Odyssey,23,39,descriptor,,,,Narration,Narrator,
13957,inner room,εὐπήκτων,well-built,Odyssey,23,41,epithet,,,,Narration,Narrator,
13958,doors,εὖ ἀραρυῖαι,well-joined,Odyssey,23,42,epithet,,,,Narration,Narrator,
13959,Telemachus,υἱὸς,son,Odyssey,23,43,descriptor,,,,Narration,Narrator,
13960,Odysseus,πατὴρ,father,Odyssey,23,44,descriptor,,,,Narration,Narrator,
13962,floor,κραταίπεδον,hard ground,Odyssey,23,46,epithet,,,,Narration,Narrator,
13966,house,περικαλλές,very beautiful,Odyssey,23,50,epithet,,,,Narration,Narrator,
13972,Telemachus,παῖδʼ,son,Odyssey,23,56,descriptor,,,,Narration,Narrator,
13976,Penelope,περίφρων,,Odyssey,23,58,epithet,,,,Narration,Narrator,
13978,Eurycleia,μαῖα φίλη,,Odyssey,23,59,descriptor,,,,Narration,Narrator,
13980,Telemachus,υἱέϊ,son,Odyssey,23,61,descriptor,,,,Narration,Narrator,
13982,gods,ἀθανάτων,,Odyssey,23,63,epithet,,,,Narration,Narrator,
13982,suitors,ἀγαυούς,noble,Odyssey,23,63,epithet,,,,Narration,Narrator,
13983,wantonness,θυμαλγέα,heart-grieving,Odyssey,23,64,epithet,,,,Narration,Narrator,
13984,men,ἐπιχθονίων,earthly,Odyssey,23,65,epithet,,,,Narration,Narrator,
13990,Eurycleia,φίλη τροφὸς,,Odyssey,23,69,descriptor,,,,Narration,Narrator,
13992,Penelope,τέκνον,child,Odyssey,23,70,descriptor,,,,Narration,Narrator,
13993,Odysseus,πόσιν,husband,Odyssey,23,71,descriptor,,,,Narration,Narrator,
13996,tusk,λευκῷ,bright,Odyssey,23,74,epithet,,,,Narration,Narrator,
14003,Penelope,περίφρων,,Odyssey,23,80,epithet,,,,Narration,Narrator,
14005,Eurycleia,μαῖα φίλη,,Odyssey,23,81,descriptor,,,,Narration,Narrator,
14005,gods,αἰειγενετάων,that are forever,Odyssey,23,81,epithet,,,,Narration,Narrator,
14007,Telemachus,παῖδʼ,son,Odyssey,23,83,descriptor,,,,Narration,Narrator,
14012,Odysseus,φίλον πόσιν,,Odyssey,23,86,descriptor,,,,Narration,Narrator,
14018,Penelope,ἰφθίμη,strong,Odyssey,23,92,epithet,,,,Narration,Narrator,
14018,Penelope,παράκοιτις,wife,Odyssey,23,92,descriptor,,,,Narration,Narrator,
14025,Penelope,μῆτερ ἐμή,my mother,Odyssey,23,97,descriptor,,,,Narration,Narrator,
14025,Penelope,δύσμητερ,cruel mother,Odyssey,23,97,descriptor,,,,Narration,Narrator,
14026,Odysseus,πατρὸς,father,Odyssey,23,98,descriptor,,,,Narration,Narrator,
14034,Penelope,περίφρων,,Odyssey,23,104,epithet,,,,Narration,Narrator,
14036,Telemachus,τέκνον,child,Odyssey,23,105,descriptor,,,,Narration,Narrator,
14044,Odysseus,πολύτλας,,Odyssey,23,111,epithet,,,,Narration,Narrator,
14044,Odysseus,δῖος,,Odyssey,23,111,epithet,,,,Narration,Narrator,
14045,words,πτερόεντα,,Odyssey,23,112,epithet,,,,Narration,Narrator,
14048,Penelope,μητέρʼ,mother,Odyssey,23,113,descriptor,,,,Narration,Narrator,
14056,suitors,οἳ μέγʼ ἄριστοι,far best of the youths of Ithaca,Odyssey,23,121,descriptor,,,,Narration,Narrator,
14060,Telemachus,πεπνυμένος,,Odyssey,23,123,epithet,,,,Narration,Narrator,
14062,Odysseus,πάτερ φίλε,dear father,Odyssey,23,124,descriptor,,,,Narration,Narrator,
14064,man,καταθνητῶν,mortal,Odyssey,23,126,epithet,,,,Narration,Narrator,
14070,Odysseus,πολύμητις,,Odyssey,23,129,epithet,,,,Narration,Narrator,
14075,Phemius,θεῖος,divine,Odyssey,23,133,epithet,,,,Narration,Narrator,
14075,Phemius,ἀοιδὸς,bard,Odyssey,23,133,descriptor,,,,Narration,Narrator,
14075,lyre,λίγειαν,,Odyssey,23,133,epithet,,,,Narration,Narrator,
14076,dance,φιλοπαίγμονος,sportive,Odyssey,23,134,epithet,,,,Narration,Narrator,
14081,lands,πολυδένδρεον,with many trees,Odyssey,23,139,epithet,,,,Narration,Narrator,
14082,Zeus,Ὀλύμπιος,Olympian,Odyssey,23,140,epithet,,,,Narration,Narrator,
14087,Phemius,θεῖος,divine,Odyssey,23,143,epithet,,,,Narration,Narrator,
14087,Phemius,ἀοιδὸς,bard,Odyssey,23,143,descriptor,,,,Narration,Narrator,
14088,lyre,γλαφυρήν,hollow,Odyssey,23,144,epithet,,,,Narration,Narrator,
14089,song,γλυκερῆς,sweet,Odyssey,23,145,epithet,,,,Narration,Narrator,
14089,dance,ἀμύμονος,noble,Odyssey,23,145,epithet,,,,Narration,Narrator,
14091,women,καλλιζώνων,fair-girdled,Odyssey,23,147,epithet,,,,Narration,Narrator,
14095,Penelope,πολυμνήστην,wooed by many,Odyssey,23,149,epithet,,,,Narration,Narrator,
14095,Penelope,βασίλειαν,queen,Odyssey,23,149,descriptor,,,,Narration,Narrator,
14096,Penelope,σχετλίη,"cruel, unwearying",Odyssey,23,150,descriptor,,,,Narration,Narrator,
14096,Odysseus,πόσιος οὗ κουριδίοιο,her own wedded husband,Odyssey,23,150,descriptor,,,,Narration,Narrator,
14101,Odysseus,μεγαλήτορα,great-hearted,Odyssey,23,153,epithet,,,,Narration,Narrator,
14102,Eurynome,ταμίη,housekeeper,Odyssey,23,154,descriptor,,,,Narration,Narrator,
14103,cloak,καλὸν,,Odyssey,23,155,epithet,,,,Narration,Narrator,
14108,Athena,Παλλὰς,,Odyssey,23,160,epithet,,,,Narration,Narrator,
14111,Odysseus,δέμας ἀθανάτοισιν ὁμοῖος,in body like the immortals,Odyssey,23,163,descriptor,,,,Narration,Narrator,
14113,Penelope,ἀλόχου,wife,Odyssey,23,165,descriptor,,,,Narration,Narrator,
14116,Penelope,δαιμονίη,good lady,Odyssey,23,166,descriptor,,,,Narration,Narrator,
14117,gods,Ὀλύμπια δώματʼ ἔχοντες,those who reside on Olympus,Odyssey,23,167,epithet,,,,Narration,Narrator,
14121,Eurycleia,μαῖα,nurse,Odyssey,23,171,descriptor,,,,Narration,Narrator,
14125,NEED,περίφρων,,Odyssey,23,173,epithet,,,,Narration,Narrator,
14127,Odysseus,δαιμόνιʼ,good sir,Odyssey,23,174,descriptor,,,,Narration,Narrator,
14129,ship,δολιχηρέτμοιο,long-oared,Odyssey,23,176,epithet,,,,Narration,Narrator,
14130,bed,πυκινὸν,stout,Odyssey,23,177,epithet,,,,Narration,Narrator,
14131,inner room,ἐϋσταθέος,well-built,Odyssey,23,178,epithet,,,,Narration,Narrator,
14133,blankets,σιγαλόεντα,shining,Odyssey,23,180,epithet,,,,Narration,Narrator,
14138,Penelope,ἄλοχον,wife,Odyssey,23,182,descriptor,,,,Narration,Narrator,
14138,Penelope,κεδνὰ ἰδυῖα,true-hearted,Odyssey,23,182,epithet,,,,Narration,Narrator,
14141,Penelope,γύναι,woman,Odyssey,23,183,descriptor,,,,Narration,Narrator,
14143,god,θεὸς,god,Odyssey,23,185,descriptor,,,,Narration,Narrator,
14147,bed,ἀσκητῷ,curiously wrought,Odyssey,23,189,epithet,,,,Narration,Narrator,
14148,olive tree,τανύφυλλος,with long-pointed leaves,Odyssey,23,190,epithet,,,,Narration,Narrator,
14149,bush,ἀκμηνὸς,full-grown,Odyssey,23,191,descriptor,,,,Narration,Narrator,
14149,bush,θαλέθων,flourishing,Odyssey,23,191,descriptor,,,,Narration,Narrator,
14151,stones,πυκνῇσιν,close,Odyssey,23,193,epithet,,,,Narration,Narrator,
14152,doors,κολλητὰς,closely-joined,Odyssey,23,194,epithet,,,,Narration,Narrator,
14152,doors,πυκινῶς ἀραρυίας,close-jointed,Odyssey,23,194,epithet,,,,Narration,Narrator,
14153,olive tree,τανυφύλλου,with long-pointed leaves,Odyssey,23,195,epithet,,,,Narration,Narrator,
14154,bronze,χαλκῷ,adze,Odyssey,23,196,epithet,,,,Narration,Narrator,
14159,leather strap,φοίνικι φαεινόν,shining with purple,Odyssey,23,201,epithet,,,,Narration,Narrator,
14161,Penelope,γύναι,woman,Odyssey,23,203,descriptor,,,,Narration,Narrator,
14180,Helen,Ἀργείη,,Odyssey,23,218,epithet,,,,Narration,Narrator,
14180,Helen,Διὸς ἐκγεγαυῖα,,Odyssey,23,218,epithet,lineage,Zeus,,Narration,Narrator,
14182,sons of Achaeans,ἀρήϊοι,warlike,Odyssey,23,220,epithet,,,,Narration,Narrator,
14182,sons of Achaeans,υἷες Ἀχαιῶν,,Odyssey,23,220,epithet,lineage,Achaeans,,Narration,Narrator,
14184,Aphrodite,θεὸς,god,Odyssey,23,222,descriptor,,,,Narration,Narrator,
14189,Actoris?,ἀμφίπολος,handmaid,Odyssey,23,227,descriptor,,,,Narration,Narrator,
14190,Actoris?,Ἀκτορίς,,Odyssey,23,228,epithet,patronym,Actor,,Narration,Narrator,
14190,Icarius,πατὴρ,father,Odyssey,23,228,descriptor,,,,Narration,Narrator,
14191,inner room,πυκινοῦ,strong,Odyssey,23,229,epithet,,,,Narration,Narrator,
14197,Penelope,ἄλοχον,wife,Odyssey,23,232,descriptor,,,,Narration,Narrator,
14197,Penelope,θυμαρέα,suiting the heart,Odyssey,23,232,descriptor,,,,Narration,Narrator,
14197,Penelope,κεδνὰ ἰδυῖαν,true-hearted,Odyssey,23,232,epithet,,,,Narration,Narrator,
14199,ship,εὐεργέα,well-made,Odyssey,23,234,epithet,,,,Narration,Narrator,
14200,wave,πηγῷ,strong,Odyssey,23,235,epithet,,,,Narration,Narrator,
14201,sea,πολιῆς,gray,Odyssey,23,236,epithet,,,,Narration,Narrator,
14204,Odysseus,πόσις,husband,Odyssey,23,239,descriptor,,,,Narration,Narrator,
14205,arms,λευκώ,bright,Odyssey,23,240,epithet,,,,Narration,Narrator,
14206,Eos,ῥοδοδάκτυλος,rosy-fingered,Odyssey,23,241,epithet,,,,Narration,Narrator,
14207,Athena,θεὰ,goddess,Odyssey,23,242,descriptor,,,,Narration,Narrator,
14207,Athena,γλαυκῶπις,,Odyssey,23,242,epithet,,,,Narration,Narrator,
14209,Eos,χρυσόθρονον,golden-throned,Odyssey,23,244,epithet,,,,Narration,Narrator,
14210,"Lampus, Phaethon (horses)",ὠκύποδας,swift-footed,Odyssey,23,245,epithet,,,,Narration,Narrator,
14210,"Lampus, Phaethon (horses)",φάος ἀνθρώποισι φέροντας,that bring light to men,Odyssey,23,245,descriptor,,,,Narration,Narrator,
14211,NEED,οἵ τʼ Ἠῶ πῶλοι ἄγουσι,those young horses who bear Eos,Odyssey,23,246,descriptor,,,,Narration,Narrator,
14213,Penelope,ἄλοχον,wife,Odyssey,23,247,descriptor,,,,Narration,Narrator,
14213,Odysseus,πολύμητις,,Odyssey,23,247,epithet,,,,Narration,Narrator,
14215,Penelope,γύναι,wife,Odyssey,23,248,descriptor,,,,Narration,Narrator,
14219,underworld,δόμον Ἄϊδος,house of Hades,Odyssey,23,252,epithet,,,,Narration,Narrator,
14221,Penelope,γύναι,wife,Odyssey,23,254,descriptor,,,,Narration,Narrator,
14222,sleep,γλυκερῷ,,Odyssey,23,255,epithet,,,,Narration,Narrator,
14225,Penelope,περίφρων,,Odyssey,23,256,epithet,,,,Narration,Narrator,
